"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000135679.27",6211.15913922687,1.19628343230226,0.0963850020144853,12.4115101654765,2.26342888181712e-35,1.08367945019444e-32
"ENSG00000143476.18",2747.98247533837,1.10742438740861,0.0892772697635036,12.4043263233988,2.47586313682149e-35,1.15961894093085e-32
"ENSG00000144476.6",2038.36388993396,-1.20004592607968,0.0968819177613841,-12.3866863271156,3.0853062113929e-35,1.4143174962651e-32
"ENSG00000136048.14",1184.2483901188,1.3658515610548,0.110310463820413,12.3818857590738,3.27554823355067e-35,1.47024347274686e-32
"ENSG00000181026.15",5477.14842994504,1.27199781429145,0.103586685895773,12.2795492807957,1.16646286959817e-34,5.12886582152908e-32
"ENSG00000163071.11",1423.53118367863,1.28316289912944,0.105003301719381,12.2202147753284,2.424433421656e-34,1.04468836139157e-31
"ENSG00000121769.8",3446.72466104839,-1.03198850519611,0.0847300708804656,-12.1797196021706,3.98650040510027e-34,1.68410100446834e-31
"ENSG00000110900.16",5936.58198989786,1.05415099526544,0.0865700924613113,12.1768495942932,4.12925960059994e-34,1.71086342490242e-31
"ENSG00000173267.14",1464.86360218046,-1.27225241793951,0.104625737055792,-12.1600330257275,5.07381734159165e-34,2.06255461555834e-31
"ENSG00000228526.8",1682.27861035441,1.16383905755114,0.095936229250193,12.1313821342295,7.20234592189111e-34,2.87360264605822e-31
"ENSG00000120875.9",9079.20744854813,1.14447040641371,0.0945971071872428,12.0983658004296,1.07734509359786e-33,4.220254553012e-31
"ENSG00000150394.14",3000.62230794621,1.00618812900949,0.0837526638156931,12.013804494908,3.00686719222645e-33,1.15683845815212e-30
"ENSG00000111799.22",1375.41444757158,1.58472613292361,0.131993086047067,12.0061298692456,3.29926986954728e-33,1.24706612876134e-30
"ENSG00000118495.21",2410.01673897272,1.03245609998446,0.0871830982629635,11.8423882673949,2.35645576265422e-32,8.46555622928589e-30
"ENSG00000136160.17",13925.6379276408,-1.10817766635593,0.093664322533605,-11.8313743843963,2.68705651225049e-32,9.33752138007047e-30
"ENSG00000163734.4",386.163388134613,2.08810742842814,0.176794175844712,11.8109514549972,3.42661505530556e-32,1.17184795819934e-29
"ENSG00000170921.16",4892.79923995222,1.04181977239452,0.0887766147447914,11.7352951043411,8.40327169108809e-32,2.78536136283835e-29
"ENSG00000178235.8",436.87227302274,2.16891034189617,0.184974399734098,11.7254622532307,9.43843949888353e-32,3.08107846974918e-29
"ENSG00000127241.18",1353.85721655991,1.32083195110749,0.112762540788442,11.7133929572015,1.0883536949266e-31,3.49978811301397e-29
"ENSG00000100097.12",5110.52330167417,-1.24669106575665,0.1069217677459,-11.6598433793146,2.04418059115631e-31,6.29169583378039e-29
"ENSG00000205592.16",189.162215736386,3.43658828326917,0.295106697761476,11.6452398720101,2.42637998639727e-31,7.36286715590552e-29
"ENSG00000132182.13",2746.46793647718,1.06832689842882,0.0924380206287715,11.5572238691608,6.78675238553575e-31,2.03084139092177e-28
"ENSG00000183908.7",1703.7177884604,1.12068615264815,0.0978427341335393,11.453953761335,2.24659511859027e-30,6.54093132838206e-28
"ENSG00000165891.16",2027.50968278845,1.24364101368838,0.109232492623702,11.3852662684595,4.95167628137197e-30,1.40373507213367e-27
"ENSG00000213694.7",7847.07308966931,1.02733237707429,0.0904830277780077,11.3538682590812,7.09526999611759e-30,1.95984092392761e-27
"ENSG00000163017.14",2089.03716028604,-1.02642102875456,0.0904392498663853,-11.349287287002,7.47696637907664e-30,2.03912962831907e-27
"ENSG00000173376.14",1590.86179310849,-1.15474735808355,0.101919363909641,-11.3300094681449,9.31946665503333e-30,2.47886307509498e-27
"ENSG00000141314.13",3032.10007135985,-1.30147943370337,0.11515857557577,-11.3016284475232,1.2880702361839e-29,3.38432600470515e-27
"ENSG00000104435.14",1376.42415627049,-1.55967749944333,0.138692569971085,-11.2455735715943,2.43508670509975e-29,6.24570750730645e-27
"ENSG00000174307.7",4000.72754671753,1.10021871919827,0.097956584592657,11.231697427727,2.84951028711004e-29,7.22267048656303e-27
"ENSG00000154736.6",1106.68199495331,-1.48917505159517,0.132599976707956,-11.2305830556441,2.88567986396019e-29,7.22929914756073e-27
"ENSG00000197852.12",1574.46235140533,1.24332964934339,0.110755814490979,11.2258634461549,3.04398426969519e-29,7.53823460811298e-27
"ENSG00000101057.16",3390.77933970088,1.19819668150114,0.107035566037361,11.1943788953562,4.34436006985212e-29,1.06362770119277e-26
"ENSG00000107796.13",1535.80362714399,1.53210297868876,0.137017520038019,11.1818034530448,5.00621622242306e-29,1.21189807316972e-26
"ENSG00000163739.5",430.72261015164,2.23199863819737,0.200844992902188,11.1130409872073,1.08403751125452e-28,2.56654815164601e-26
"ENSG00000165475.15",1179.00576737861,-1.13643112446546,0.102915346076836,-11.0423874357572,2.38607657915929e-28,5.46893828701989e-26
"ENSG00000122012.14",310.84467106333,2.18433032728625,0.198281379282663,11.0163159807979,3.18842840964224e-28,7.23102000902548e-26
"ENSG00000107242.20",1863.28160822575,1.22184416210631,0.111148465133469,10.9929017970612,4.13416746488669e-28,9.2781914615608e-26
"ENSG00000276043.5",4529.15824085234,1.08201880195069,0.100300369482861,10.7877848060727,3.9315179067676e-27,8.5560154849806e-25
"ENSG00000177084.19",3475.89848538651,1.01398263565147,0.0942120964211499,10.7627648058985,5.15984516156685e-27,1.10068182184117e-24
"ENSG00000029534.22",463.319353753663,1.94793003555879,0.181607579915076,10.7260392791407,7.68185997782546e-27,1.59140070406009e-24
"ENSG00000187678.10",4341.6071690423,1.18488125970669,0.110622131774794,10.7110687589974,9.03130978156381e-27,1.85313875470278e-24
"ENSG00000196208.14",3621.27546236838,1.05043121992888,0.098399988660859,10.6751152538162,1.33092258059962e-26,2.67988102794569e-24
"ENSG00000167992.14",574.490801340798,1.69908233398827,0.159620232063979,10.6445299071313,1.84915272521308e-26,3.68888846895516e-24
"ENSG00000162772.18",2855.80594613457,1.35316245838848,0.127594508253316,10.6051778945063,2.81926952573919e-26,5.47217675063521e-24
"ENSG00000155011.9",934.098157762821,1.20046679198271,0.113615921515512,10.5660084957266,4.28339586792114e-26,8.09524245389131e-24
"ENSG00000160957.15",1181.81614805974,1.24944749685821,0.118426907808203,10.5503683240783,5.05983500249448e-26,9.39777113178823e-24
"ENSG00000159259.8",1178.65133944238,1.10168209674499,0.10451139817598,10.5412626371138,5.57453740744417e-26,1.01782549528292e-23
"ENSG00000143248.13",9437.64516923706,2.76197387791563,0.265482351555169,10.4036063479785,2.38723563351584e-25,4.25066047306602e-23
"ENSG00000170579.19",567.004553076187,1.71289641922604,0.164723238373716,10.3986324949483,2.51516760396809e-25,4.44174475635184e-23
"ENSG00000085999.13",740.852426294521,1.2672216670152,0.12189248103665,10.3962250685026,2.57950605929223e-25,4.518329922557e-23
"ENSG00000156170.14",1408.56200968495,1.10973910447311,0.106756457222728,10.3950536889571,2.6113983783923e-25,4.53730468245662e-23
"ENSG00000073111.14",5537.14128586181,1.01676999968224,0.0978706127782915,10.3889203389944,2.78487584358745e-25,4.80001200400733e-23
"ENSG00000163638.13",627.787293608416,1.40581552511398,0.136205525667834,10.3212811537643,5.64646307990548e-25,9.57898008319399e-23
"ENSG00000165490.13",710.476393375707,1.17172056194444,0.11357677023896,10.316551170448,5.93156325024832e-25,9.98402579895313e-23
"ENSG00000007968.7",671.800139677252,1.32192114737025,0.128592181591676,10.2799496128606,8.67729538613975e-25,1.44924286119675e-22
"ENSG00000164778.4",2972.30845836374,1.02948114334871,0.100465458056928,10.2471154092122,1.21928032399179e-24,2.02072266003101e-22
"ENSG00000114019.15",7060.1904709343,1.0319354401869,0.101127721856719,10.2042785226486,1.89725937589685e-24,3.05048158609684e-22
"ENSG00000171843.17",2219.08949630184,-1.19316849014223,0.117197710148939,-10.1808174291623,2.41523889210338e-24,3.8545423652124e-22
"ENSG00000026103.25",999.599236756774,1.23143093532622,0.121732808915135,10.1158508236239,4.69916137985389e-24,7.16314710249297e-22
"ENSG00000168389.18",483.417134570331,1.5298012899893,0.153197762336069,9.98579396109839,1.75887275264281e-23,2.52632756371262e-21
"ENSG00000196154.12",667.541785622279,-1.39911604376464,0.14027520643541,-9.97407937808925,1.9792842007982e-23,2.82408464279452e-21
"ENSG00000019991.18",1172.46279547052,-1.27699019096986,0.129409094775802,-9.86785506213615,5.73784148624213e-23,7.87399967013291e-21
"ENSG00000100196.11",1538.66816049289,-1.14191434482556,0.115728504968324,-9.86718306901236,5.77640066507681e-23,7.87674381829619e-21
"ENSG00000134594.5",844.289456004917,-1.17074784054553,0.119678502545823,-9.78244058574572,1.33941094434572e-22,1.78133387629189e-20
"ENSG00000100505.14",1622.94632724901,1.08484153108751,0.111044085920177,9.76946698329648,1.52250945854204e-22,1.98802825965383e-20
"ENSG00000286339.1",219.837957977987,2.31130470193321,0.236970037152213,9.75357361508361,1.78086469075908e-22,2.31136926279545e-20
"ENSG00000147536.12",1294.99494146418,1.11612061721599,0.114941398949435,9.71034481411694,2.72413978822733e-22,3.41230184519522e-20
"ENSG00000093009.11",1331.00026889481,1.0418925300731,0.107371445587414,9.7036276672355,2.90965344594464e-22,3.62361176259406e-20
"ENSG00000187741.16",1398.1054245842,1.01029189781003,0.104161960340975,9.69924043770704,3.03751422078883e-22,3.73961393639402e-20
"ENSG00000175832.13",1033.87601408696,1.58603207102634,0.163601279060359,9.69449676760286,3.18202421756058e-22,3.89526771405357e-20
"ENSG00000125657.5",281.020610527936,2.53101456509057,0.261766174966309,9.66899014135931,4.0838788417278e-22,4.97102653361726e-20
"ENSG00000134376.17",1384.83712739903,-1.02666420313083,0.108501609068023,-9.46220256039871,3.01523770547003e-21,3.36597390488869e-19
"ENSG00000087245.13",10292.1567022009,1.87752723763845,0.199101136344799,9.4300176890351,4.10019817283128e-21,4.53019331454615e-19
"ENSG00000164318.18",196.846043816155,2.25434444660193,0.239168515494128,9.42575757492329,4.27011777610304e-21,4.69386160643572e-19
"ENSG00000075290.8",334.884540843264,1.6508133082927,0.175277417677717,9.41828862020354,4.58499885703477e-21,5.01440611039665e-19
"ENSG00000102287.19",280.18525012951,1.69696640529843,0.181264203913955,9.3618396167396,7.83602734229186e-21,8.35778262820188e-19
"ENSG00000130303.14",430.200939419597,-1.37773621448653,0.147177555702734,-9.36104834672794,7.89494053993352e-21,8.37913763216097e-19
"ENSG00000113739.11",1330.39248323723,1.2537575470149,0.133976440004293,9.35804494413143,8.12256958074167e-21,8.53662251790631e-19
"ENSG00000135749.20",957.87263038205,1.07706554093085,0.115425445926592,9.33126601577814,1.04613754548388e-20,1.07526835599767e-18
"ENSG00000184992.13",594.863935615433,1.44069094338767,0.154673424874191,9.31440513817743,1.22637810323501e-20,1.24048433024405e-18
"ENSG00000174871.11",749.099023008823,1.19629810304065,0.128659163491477,9.29819587331529,1.42848887810955e-20,1.4314787385521e-18
"ENSG00000155090.15",1558.40553634114,1.04812274873739,0.113504634292115,9.23418462403873,2.60260631273628e-20,2.5258177030587e-18
"ENSG00000260343.1",213.320654012348,2.71863540911617,0.294574381762193,9.22902865093984,2.73097148482627e-20,2.63851034262699e-18
"ENSG00000147257.16",2383.94727218377,1.00144363427508,0.108811710734205,9.20345455023043,3.46623016013995e-20,3.31910794667624e-18
"ENSG00000104267.10",694.803642682551,-1.3360273927642,0.145842848830741,-9.16073296342928,5.15460031709687e-20,4.82851581877618e-18
"ENSG00000248746.6",670.259922709815,-1.1719479329479,0.128056207372684,-9.15182447608462,5.5979987977128e-20,5.17634695694087e-18
"ENSG00000088836.14",152.579277739098,2.47679419553525,0.271297753731547,9.12943126682159,6.88600858256838e-20,6.31315127282705e-18
"ENSG00000115138.11",78.3486516461764,-3.72313075132452,0.408148550544472,-9.12199919945286,7.37510745914873e-20,6.70450169651305e-18
"ENSG00000057657.17",269.030496534789,2.11146865156783,0.231739282118136,9.11139722307177,8.13277322577392e-20,7.36221004828988e-18
"ENSG00000167664.9",251.875844275943,-1.6850866385537,0.185510276138056,-9.08352180608941,1.05117282794821e-19,9.35847875129921e-18
"ENSG00000150551.11",998.219446199657,1.42033836098854,0.156594607276043,9.07016139122072,1.18840856919535e-19,1.05367335898411e-17
"ENSG00000111348.9",686.125244612683,-1.17948616358722,0.130259359122319,-9.05490531762578,1.36686319170536e-19,1.19711656362975e-17
"ENSG00000272841.1",931.018773073789,1.16245403028155,0.12944032997397,8.98061701878632,2.69252518111477e-19,2.25721614891508e-17
"ENSG00000003147.19",713.891981644514,-1.09484456222626,0.122610210730328,-8.92947296725796,4.2804309268949e-19,3.45400315805058e-17
"ENSG00000149256.16",1156.0903877779,1.06092879859544,0.118809853920887,8.92963641973575,4.27411156015838e-19,3.45400315805058e-17
"ENSG00000253554.7",1247.26097035105,-1.03028349535209,0.115648910966308,-8.90871765884804,5.1626199514568e-19,4.13489393509802e-17
"ENSG00000137310.13",886.609464675729,1.04569667258928,0.117556530021872,8.89526657851094,5.82792310192572e-19,4.5825767602551e-17
"ENSG00000162873.15",2285.95546844093,-1.00432993059594,0.113100702078014,-8.87996194668342,6.68832389405246e-19,5.22101225715073e-17
"ENSG00000124875.10",223.359634331601,1.85975254536574,0.210035349859546,8.85447400453963,8.40793572732546e-19,6.46960625875811e-17
"ENSG00000234546.5",362.405640178687,1.51778895673705,0.172217740159034,8.81319749832651,1.21626002443586e-18,9.22687402340512e-17
"ENSG00000164463.12",2230.75920798514,-1.01014410260388,0.1147289307604,-8.80461533031689,1.31302119977168e-18,9.89127333883945e-17
"ENSG00000197921.6",618.845867682062,-1.12491064999957,0.12851112670477,-8.75341053217779,2.06999998240546e-18,1.51694386465733e-16
"ENSG00000172159.16",492.774388567234,1.34149974543181,0.153315425670911,8.74993328010787,2.1347892635163e-18,1.55911981974437e-16
"ENSG00000160949.18",1415.0250770638,1.05816426264368,0.121035074180153,8.74262497719188,2.27755714739874e-18,1.64815028069011e-16
"ENSG00000167641.11",546.37342496894,-1.12115580087438,0.128936244964871,-8.69542773779277,3.45525652956662e-18,2.46501662018255e-16
"ENSG00000162374.18",347.613204954822,-1.5425031926699,0.178312869356445,-8.65054327394875,5.12548403421149e-18,3.62060831203563e-16
"ENSG00000174371.17",1191.44691913566,1.05062915544282,0.121551952690904,8.64345765069257,5.45369414279375e-18,3.83986406230364e-16
"ENSG00000230707.3",781.391545416145,-1.03507687652413,0.12010335465624,-8.61821786316233,6.80042002255942e-18,4.75698212292346e-16
"ENSG00000249859.14",1164.08962101314,1.0280229464035,0.120080853827116,8.56108957955594,1.11805788826003e-17,7.74551678538985e-16
"ENSG00000272449.3",482.969607094638,-1.20792481139544,0.141649709622315,-8.52754880060237,1.49481274778985e-17,1.01916900794722e-15
"ENSG00000140534.14",1051.96000266579,1.02361044814204,0.120805644823325,8.47320048362838,2.38741173447489e-17,1.57299039202635e-15
"ENSG00000006432.16",431.061410394068,1.48408361517847,0.175366394646293,8.46275945954071,2.61123945406258e-17,1.69967232742533e-15
"ENSG00000177098.9",70.2519265376807,3.78080621968531,0.449951817034859,8.40269130281656,4.36360678546983e-17,2.78973021344058e-15
"ENSG00000177595.19",1683.22186762305,1.17465726605978,0.140557944006469,8.35710335949223,6.42769807586288e-17,3.99091513096443e-15
"ENSG00000167703.15",562.184074722562,1.3201447628204,0.158234275926907,8.34297597715307,7.24438869881955e-17,4.43410098057009e-15
"ENSG00000144339.12",724.800219771198,1.11084756336254,0.13328624884016,8.33429984735109,7.79581302098116e-17,4.7312899024518e-15
"ENSG00000144452.15",100.591835669225,3.15229186692221,0.378735382288624,8.32320404783288,8.56168730280695e-17,5.16699027840268e-15
"ENSG00000103175.11",133.777575096548,-2.22606405817671,0.268989846883436,-8.27564342657646,1.27763803841954e-16,7.60406396070417e-15
"ENSG00000251095.8",687.235701629368,3.5377706489757,0.431905220293715,8.19108101210228,2.5889025001236e-16,1.48741078307101e-14
"ENSG00000180071.21",157.722601059005,2.0942281117091,0.256865575857769,8.15301195855341,3.54970495609936e-16,1.99682488979532e-14
"ENSG00000108231.14",834.29932368809,1.04856035444373,0.128876777110929,8.13614661965971,4.08057592044753e-16,2.26587650015572e-14
"ENSG00000164236.12",840.594083366246,1.08045456633836,0.134161968947792,8.0533594938429,8.05518601243837e-16,4.29576689697982e-14
"ENSG00000141526.18",547.793726963615,-1.27148312278546,0.158604003615468,-8.01671517617013,1.08610577650706e-15,5.69346689898894e-14
"ENSG00000267509.5",97.5944723096296,2.43559331865462,0.305266093722422,7.97859103497193,1.48013103025511e-15,7.55673531915791e-14
"ENSG00000105048.18",285.007941734582,-1.31804142073383,0.165347309197164,-7.97135089245486,1.56949179576625e-15,7.99401908741933e-14
"ENSG00000152953.13",295.527079672487,1.29624414248403,0.162724003958942,7.9659061413649,1.64017401623032e-15,8.29519933795357e-14
"ENSG00000147481.17",194.832490739068,1.80686034348204,0.227143923252282,7.95469373607327,1.79575166143746e-15,9.01852436962004e-14
"ENSG00000223508.5",395.12028286396,1.28541689458706,0.161805383021026,7.94421588816993,1.9542298422374e-15,9.74626897014e-14
"ENSG00000054356.14",106.960981920767,2.32190065401709,0.293579819724681,7.90892458546561,2.59621819453498e-15,1.27706668952639e-13
"ENSG00000162992.5",164.875722952722,-1.93968592931559,0.246344567657839,-7.87387336265409,3.43826971178751e-15,1.67596201222765e-13
"ENSG00000168621.15",51.4519373430735,3.84416678689274,0.488611131468768,7.86753829233722,3.6168758006462e-15,1.75113683426792e-13
"ENSG00000277639.3",263.605041155998,1.65656150242626,0.210554939628761,7.86759743251342,3.6151669376565e-15,1.75113683426792e-13
"ENSG00000147485.13",709.655147299723,1.05825670719097,0.134901563807701,7.84465855932916,4.34133053997474e-15,2.06021952607392e-13
"ENSG00000179520.11",296.210447873289,-1.66796937811674,0.213572406982497,-7.80985428634252,5.72541392913168e-15,2.6992131970053e-13
"ENSG00000174776.12",594.052155809255,-1.0739245085648,0.138162167469226,-7.77292748251071,7.66926522398154e-15,3.56877579375124e-13
"ENSG00000166016.6",827.499420118796,1.09058310080221,0.140303758147129,7.77301417442128,7.6640161451134e-15,3.56877579375124e-13
"ENSG00000287243.2",471.934896185008,-1.0723048294053,0.138173434437978,-7.76057158720064,8.45474640900776e-15,3.90058910882382e-13
"ENSG00000148219.18",481.732622116209,1.4797208623865,0.191914063091172,7.71033054353882,1.25492281564715e-14,5.68010757628527e-13
"ENSG00000170324.21",96.2577548204082,3.25090273304067,0.421881169586097,7.70573082517549,1.3009659198024e-14,5.87616577403412e-13
"ENSG00000224294.1",111.145331715839,3.12703562162596,0.405841502298393,7.70506615000361,1.30775531100406e-14,5.8944745137202e-13
"ENSG00000133401.16",781.506778464573,1.05177817356502,0.1374149719778,7.65402894915221,1.94778399702318e-14,8.59938651964436e-13
"ENSG00000153902.14",391.269852116001,-1.54579183275427,0.204674994479329,-7.5524215192315,4.27239097804321e-14,1.81555549550179e-12
"ENSG00000196569.14",641.372350796112,1.09804444555944,0.145652445939698,7.5387985314991,4.74321093363711e-14,1.99594686650804e-12
"ENSG00000157168.22",362.313393577154,1.43481410603227,0.190357045397176,7.53748884386471,4.79107607360717e-14,2.01215855761923e-12
"ENSG00000182179.13",268.000033727332,-1.34108331318965,0.181511557146038,-7.38841831493221,1.48585659745952e-13,5.80994199496649e-12
"ENSG00000287391.1",95.6388491685211,-2.33898750287988,0.318493954557418,-7.34389921507352,2.07459367080571e-13,7.98162868526946e-12
"ENSG00000138379.5",257.424965230639,-1.56407976780978,0.213342778515849,-7.33129932351372,2.27931937425457e-13,8.67631376648668e-12
"ENSG00000277287.1",131.318324555689,2.37212008770764,0.326325621248239,7.26918125102762,3.61672857035975e-13,1.33657662175645e-11
"ENSG00000156113.25",213.436872070915,1.40451842897907,0.193394524781673,7.26245187429511,3.8013578546987e-13,1.40240162636102e-11
"ENSG00000249992.2",258.710140325629,1.3412696650492,0.186060240916604,7.20879247732665,5.64502141586679e-13,2.01706662846401e-11
"ENSG00000179083.7",333.297378292671,-1.28631822375648,0.179102046704787,-7.18204089469011,6.86783701671501e-13,2.42569751680533e-11
"ENSG00000015592.17",272.351411133111,-1.24584534516709,0.173971053511968,-7.16122205399752,7.99610031107285e-13,2.80123546670024e-11
"ENSG00000127564.17",506.239125615225,1.36472016368803,0.190764610293936,7.15394832188854,8.43168195137006e-13,2.93474293444698e-11
"ENSG00000135636.16",763.823169780992,-1.10683042039253,0.155192909434534,-7.13196514212806,9.89459362751706e-13,3.37308575482366e-11
"ENSG00000225792.3",496.191939121255,-1.16929517759214,0.164167183024165,-7.12258781598286,1.05919223776894e-12,3.59941589317537e-11
"ENSG00000223770.5",195.423663534685,-2.01685405698878,0.283241757779348,-7.12060987335052,1.07450535881268e-12,3.63997137666969e-11
"ENSG00000265972.6",9488.67845222747,-1.30960414616708,0.183987888363187,-7.11788236615857,1.09597845008283e-12,3.70107456223112e-11
"ENSG00000166106.4",706.842609140201,1.20123820299356,0.168957085072509,7.10972376493144,1.16275440421391e-12,3.90210960105743e-11
"ENSG00000033122.21",605.261108278654,1.03689050077298,0.146133258220983,7.09551346076871,1.28872109753701e-12,4.27819661732433e-11
"ENSG00000198673.11",386.46691223044,1.14650350840494,0.161793606986636,7.08621020173955,1.37834405346214e-12,4.56166246264852e-11
"ENSG00000149527.18",160.351917266604,-1.54526848284601,0.220188230453803,-7.01794314646724,2.25158120760858e-12,7.14437660057834e-11
"ENSG00000239713.9",173.58546233314,-1.55650168200687,0.222012517694348,-7.01087352268019,2.36834759671975e-12,7.46603754940002e-11
"ENSG00000158258.16",1856.44464904923,2.13291336322776,0.304946288699482,6.99439029844924,2.66414945138576e-12,8.35503637992811e-11
"ENSG00000130528.12",171.75764648291,-1.68512236143505,0.244441270867531,-6.89377188825149,5.43321243878724e-12,1.62438252578007e-10
"ENSG00000134259.6",82.2568739933474,2.43269977610591,0.35314345205936,6.88870135328745,5.63039989107181e-12,1.678347691735e-10
"ENSG00000100228.14",453.402797672203,1.01603674261541,0.147946275583469,6.86760608611721,6.52881990198185e-12,1.92689622997533e-10
"ENSG00000140839.13",388.920657262379,-1.29065508982091,0.187985687215319,-6.86570934702382,6.61616603172526e-12,1.95000406502764e-10
"ENSG00000133106.15",287.16222750891,-1.20670598758843,0.175769274532589,-6.86528399686093,6.63591034073155e-12,1.95315147938608e-10
"ENSG00000178343.5",445.872901500435,-1.46117890027102,0.214063082271243,-6.82592666034556,8.73595534496158e-12,2.52978706864512e-10
"ENSG00000157064.11",772.271526302908,1.05107995277311,0.15406711601052,6.82222124999951,8.9643459096348e-12,2.59244070635009e-10
"ENSG00000141682.12",366.049427235107,1.13248263376455,0.166202299618083,6.8138806524752,9.50005275198334e-12,2.73634540830857e-10
"ENSG00000223685.8",75.2925787309825,2.69669450210702,0.398767275727864,6.76257723802634,1.35558367335754e-11,3.81280029275304e-10
"ENSG00000123609.11",163.350457446511,-1.54996967809028,0.230156517793329,-6.73441574868666,1.64589939144969e-11,4.55210556980534e-10
"ENSG00000133019.12",293.450008763674,1.08907915445441,0.162151433927726,6.7164324611513,1.8622756359318e-11,5.11117561479626e-10
"ENSG00000127329.16",197.723160547656,1.72101008174997,0.256237296139551,6.71646988037478,1.86179770268236e-11,5.11117561479626e-10
